temperature_C,day,ac_count,ac_hours,fridge_count,fridge_hours,tv_count,tv_hours,light_count,light_hours,fan_count,fan_hours,ac_kwh,fridge_kwh,tv_kwh,light_kwh,fan_kwh,total_kwh
19.0,Tuesday,1,4.13,1,21.1,1,2.7,5,6.4,2,5.2,5.78,3.16,0.27,1.92,0.52,11.74
32.2,Saturday,0,0.0,1,21.7,1,2.9,1,1.3,1,6.9,0.0,3.26,0.29,0.08,0.34,3.97
27.5,Sunday,1,2.37,1,18.4,1,3.3,3,3.3,2,8.5,3.32,2.76,0.33,0.59,0.85,7.75
24.9,Thursday,2,3.67,1,16.9,1,4.9,6,0.0,3,9.7,5.14,2.53,0.49,0.0,1.46,9.82
33.5,Tuesday,2,2.77,1,19.9,1,2.8,4,4.4,1,3.7,5.24,2.98,0.28,1.06,0.19,9.59
31.2,Friday,1,5.43,1,21.3,1,3.0,3,7.2,2,6.4,8.51,3.2,0.3,1.3,0.64,14.03
27.2,Saturday,1,3.43,1,19.7,1,4.0,3,5.1,1,5.4,4.8,2.95,0.4,0.92,0.27,8.97
23.6,Sunday,2,2.7,1,17.9,1,2.7,6,3.8,2,7.2,3.78,2.68,0.27,1.37,0.72,8.87
34.4,Wednesday,1,5.26,1,18.6,2,2.2,6,11.6,2,6.1,10.6,2.79,0.44,4.18,0.61,18.8
33.3,Monday,0,0.0,1,18.2,1,0.8,3,1.8,1,4.0,0.0,2.73,0.08,0.32,0.2,3.31
29.5,Friday,0,0.0,1,19.1,0,4.3,4,6.1,1,6.8,0.0,2.86,0.0,1.46,0.34,4.69
39.2,Wednesday,1,4.76,1,18.3,0,3.2,5,7.6,0,4.6,12.79,2.74,0.0,2.28,0.0,18.07
24.6,Thursday,2,4.81,1,20.2,1,3.5,5,5.4,2,5.9,6.73,3.03,0.35,1.62,0.59,12.48
22.4,Sunday,1,3.2,1,19.2,1,2.5,5,10.1,2,6.0,4.48,2.88,0.25,3.03,0.6,10.91
26.5,Sunday,0,0.0,1,21.0,1,3.7,4,7.3,3,9.4,0.0,3.15,0.37,1.75,1.41,6.6
29.8,Friday,0,0.0,1,18.5,1,2.4,6,4.9,2,6.6,0.0,2.78,0.24,1.76,0.66,5.4
31.2,Sunday,1,4.72,1,20.4,1,3.2,3,3.4,1,5.8,7.4,3.06,0.32,0.61,0.29,11.73
28.8,Wednesday,2,3.4,1,19.9,1,3.1,2,1.5,3,7.4,4.76,2.98,0.31,0.18,1.11,9.33
31.8,Friday,1,5.68,1,20.6,1,4.1,5,4.8,2,4.2,9.38,3.09,0.41,1.44,0.42,14.66
23.7,Tuesday,1,2.59,1,20.8,2,3.6,4,7.1,2,6.2,3.63,3.12,0.72,1.7,0.62,9.7
37.2,Saturday,0,0.0,1,21.0,1,2.4,6,7.9,1,7.3,0.0,3.15,0.24,2.84,0.36,6.37
29.6,Wednesday,2,3.68,1,21.2,1,3.6,2,4.0,1,7.2,5.15,3.18,0.36,0.48,0.36,9.38
35.6,Saturday,1,6.11,1,20.8,1,2.6,5,1.4,3,4.9,13.34,3.12,0.26,0.42,0.74,18.01
31.7,Tuesday,1,4.84,1,20.4,1,2.2,3,4.6,2,6.7,7.93,3.06,0.22,0.83,0.67,12.55
32.3,Tuesday,1,4.55,1,19.0,1,3.6,5,9.4,1,7.4,7.84,2.85,0.36,2.82,0.37,14.12
32.8,Saturday,1,5.11,1,21.3,1,3.2,1,1.4,2,4.2,9.15,3.2,0.32,0.08,0.42,12.95
32.2,Wednesday,0,0.0,1,19.0,1,1.8,4,1.7,3,4.8,0.0,2.85,0.18,0.41,0.72,4.22
33.2,Saturday,1,4.36,1,19.6,1,2.5,5,3.2,1,5.4,8.05,2.94,0.25,0.96,0.27,12.61
36.6,Saturday,0,0.0,1,18.7,1,3.7,3,5.8,2,10.7,0.0,2.8,0.37,1.04,1.07,5.45
31.0,Monday,1,5.51,1,18.7,1,3.4,3,2.9,3,4.5,8.48,2.8,0.34,0.52,0.68,12.76
33.5,Wednesday,1,4.14,1,19.5,1,3.4,4,3.3,1,6.7,7.83,2.92,0.34,0.79,0.34,12.21
29.6,Monday,1,6.77,1,19.7,1,4.8,5,5.5,2,5.3,9.48,2.95,0.48,1.65,0.53,15.09
37.2,Friday,1,4.02,1,18.8,1,4.0,3,3.5,2,4.1,9.68,2.82,0.4,0.63,0.41,13.88
26.6,Sunday,1,3.52,1,20.0,2,2.9,3,6.4,2,7.4,4.93,3.0,0.58,1.15,0.74,10.45
39.0,Saturday,0,0.0,1,20.2,0,2.6,3,0.5,1,3.2,0.0,3.03,0.0,0.09,0.16,3.45
29.8,Friday,1,4.93,1,19.2,1,2.3,6,10.3,1,8.9,6.9,2.88,0.23,3.71,0.45,14.32
22.8,Wednesday,1,3.96,1,23.4,1,2.5,3,6.9,2,3.9,5.54,3.51,0.25,1.24,0.39,10.9
30.6,Saturday,1,3.62,1,20.5,1,1.4,1,2.0,1,4.7,5.37,3.08,0.14,0.12,0.24,8.87
26.6,Sunday,2,2.76,1,20.2,1,1.8,5,14.4,2,7.1,3.86,3.03,0.18,4.32,0.71,11.93
34.2,Friday,1,3.73,1,19.0,1,3.7,5,5.1,1,7.5,7.41,2.85,0.37,1.53,0.38,12.28
26.7,Thursday,2,2.42,1,20.2,1,4.5,2,3.9,0,6.5,3.39,3.03,0.45,0.47,0.0,7.42
27.8,Tuesday,1,6.04,1,20.4,1,3.1,6,7.7,3,4.9,8.46,3.06,0.31,2.77,0.74,15.34
20.6,Saturday,0,0.0,1,20.0,1,2.3,4,3.9,2,2.8,0.0,3.0,0.23,0.94,0.28,4.45
27.7,Sunday,1,3.68,1,22.1,2,0.0,4,0.0,3,5.8,5.15,3.32,0.0,0.0,0.87,9.71
17.9,Tuesday,1,3.74,1,17.4,2,4.7,3,3.1,1,4.3,5.24,2.61,0.94,0.56,0.22,9.81
22.1,Monday,1,3.53,1,19.4,1,1.7,6,12.3,2,10.8,4.94,2.91,0.17,4.43,1.08,13.54
33.8,Friday,0,0.0,1,21.1,2,1.5,3,0.6,1,6.3,0.0,3.16,0.3,0.11,0.32,3.92
33.9,Monday,2,4.31,1,18.7,1,2.7,3,8.2,2,3.4,8.38,2.8,0.27,1.48,0.34,13.1
32.1,Sunday,0,0.0,1,17.7,1,3.0,2,3.2,2,5.3,0.0,2.66,0.3,0.38,0.53,3.97
25.2,Saturday,2,3.54,1,19.2,0,3.0,5,3.0,1,7.5,4.96,2.88,0.0,0.9,0.38,9.15
29.8,Tuesday,2,4.55,1,21.6,1,2.1,4,5.9,3,8.3,6.37,3.24,0.21,1.42,1.25,12.36
30.0,Tuesday,1,3.08,1,18.7,2,3.4,4,7.2,1,5.4,4.31,2.8,0.68,1.73,0.27,9.83
24.2,Friday,1,4.69,1,19.5,1,2.5,3,3.0,2,5.8,6.57,2.92,0.25,0.54,0.58,11.02
37.5,Saturday,1,4.85,1,20.6,1,2.5,5,4.6,3,7.1,11.88,3.09,0.25,1.38,1.06,17.97
34.4,Thursday,2,3.85,1,19.1,1,2.7,5,13.2,3,4.1,7.76,2.86,0.27,3.96,0.62,15.24
28.9,Thursday,1,3.75,1,19.3,2,2.3,3,3.3,3,6.7,5.25,2.9,0.46,0.59,1.01,10.04
30.1,Friday,1,5.38,1,19.0,1,1.7,5,6.2,1,6.6,7.61,2.85,0.17,1.86,0.33,12.81
31.0,Saturday,1,5.11,1,19.1,2,1.8,3,6.6,1,7.1,7.87,2.86,0.36,1.19,0.36,12.67
19.8,Friday,2,3.54,1,18.3,1,1.9,5,6.4,1,5.9,4.96,2.74,0.19,1.92,0.3,10.36
28.8,Saturday,1,3.45,1,19.6,1,3.5,1,1.8,2,2.9,4.83,2.94,0.35,0.11,0.29,8.7
26.6,Sunday,1,4.44,1,21.6,1,3.4,4,4.1,2,6.5,6.22,3.24,0.34,0.98,0.65,11.12
25.0,Sunday,1,3.77,1,22.4,1,2.7,6,5.2,1,4.2,5.28,3.36,0.27,1.87,0.21,10.93
28.6,Monday,2,5.81,1,21.9,0,2.8,6,9.5,2,9.5,8.13,3.28,0.0,3.42,0.95,15.55
39.0,Friday,1,4.83,1,20.2,1,4.2,3,2.0,1,9.5,12.84,3.03,0.42,0.36,0.48,16.93
33.2,Saturday,0,0.0,1,22.5,1,3.5,4,6.4,1,3.7,0.0,3.38,0.35,1.54,0.19,5.55
27.1,Thursday,1,4.12,1,23.5,1,4.6,2,1.4,2,4.3,5.77,3.52,0.46,0.17,0.43,10.37
32.9,Saturday,2,3.25,1,20.3,1,2.4,6,9.6,2,1.4,5.87,3.04,0.24,3.46,0.14,13.0
37.0,Sunday,1,8.61,1,18.5,1,1.8,4,8.6,2,7.5,20.48,2.78,0.18,2.06,0.75,26.04
34.6,Saturday,2,2.89,1,22.0,1,4.0,3,0.0,1,4.9,5.91,3.3,0.4,0.0,0.25,9.86
30.3,Friday,0,0.0,1,18.2,0,3.0,2,2.1,2,6.5,0.0,2.73,0.0,0.25,0.65,3.55
26.8,Monday,1,1.88,1,18.7,1,2.2,6,0.2,1,4.9,2.63,2.8,0.22,0.07,0.25,6.21
33.5,Monday,1,7.48,1,16.9,1,3.5,4,4.6,1,2.8,14.13,2.53,0.35,1.1,0.14,18.12
32.0,Monday,2,6.61,1,21.1,0,2.3,3,4.7,2,6.4,11.1,3.16,0.0,0.85,0.64,15.78
34.5,Monday,0,0.0,1,16.5,1,3.7,3,3.3,3,8.6,0.0,2.48,0.37,0.59,1.29,4.52
33.2,Sunday,2,4.9,1,21.5,0,3.5,3,0.0,1,5.9,9.06,3.22,0.0,0.0,0.3,12.8
35.2,Wednesday,1,4.86,1,22.7,2,2.8,4,7.7,1,3.9,10.34,3.4,0.56,1.85,0.2,16.63
27.3,Friday,0,0.0,1,22.6,1,1.3,6,2.2,2,5.7,0.0,3.39,0.13,0.79,0.57,4.78
36.6,Tuesday,1,6.4,1,18.1,2,2.1,6,11.3,1,7.0,14.87,2.72,0.42,4.07,0.35,22.31
31.0,Friday,1,5.65,1,17.2,0,4.5,4,3.3,2,5.6,8.7,2.58,0.0,0.79,0.56,12.67
40.4,Wednesday,1,3.46,1,19.0,1,4.7,5,3.8,2,3.8,9.87,2.85,0.47,1.14,0.38,14.59
26.6,Monday,0,0.0,1,21.3,1,5.6,4,5.4,1,10.0,0.0,3.2,0.56,1.3,0.5,5.73
38.7,Wednesday,0,0.0,1,21.8,1,3.4,3,6.1,2,3.0,0.0,3.27,0.34,1.1,0.3,5.08
31.0,Thursday,2,4.02,1,21.0,1,1.9,6,15.8,2,10.5,6.19,3.15,0.19,5.69,1.05,16.46
26.7,Thursday,0,0.0,1,20.8,1,4.3,3,3.2,1,5.8,0.0,3.12,0.43,0.58,0.29,4.26
27.6,Sunday,1,3.86,1,23.5,1,2.7,3,1.4,2,7.8,5.4,3.52,0.27,0.25,0.78,10.01
28.4,Friday,1,3.5,1,19.3,1,2.3,6,9.4,1,6.4,4.9,2.9,0.23,3.38,0.32,11.78
32.1,Friday,1,5.48,1,18.8,0,3.3,2,0.9,2,4.2,9.28,2.82,0.0,0.11,0.42,12.88
32.6,Tuesday,1,4.34,1,18.2,1,4.9,5,9.1,1,8.7,7.66,2.73,0.49,2.73,0.44,13.91
27.1,Sunday,1,3.25,1,20.6,1,2.9,6,9.8,2,7.2,4.55,3.09,0.29,3.53,0.72,12.25
29.9,Tuesday,1,4.13,1,19.7,1,3.0,4,8.9,1,5.8,5.78,2.95,0.3,2.14,0.29,11.36
40.7,Thursday,1,4.84,1,21.2,1,1.5,1,2.0,1,7.5,14.03,3.18,0.15,0.12,0.38,18.02
38.6,Monday,0,0.0,1,19.3,0,3.1,3,4.3,2,5.7,0.0,2.9,0.0,0.77,0.57,4.11
32.2,Wednesday,0,0.0,1,20.9,1,3.7,2,2.7,1,1.6,0.0,3.14,0.37,0.32,0.08,3.95
30.2,Tuesday,1,3.89,1,19.4,1,2.9,4,3.0,1,2.6,5.56,2.91,0.29,0.72,0.13,9.78
30.6,Saturday,1,3.61,1,19.8,1,3.0,5,3.6,1,6.0,5.35,2.97,0.3,1.08,0.3,9.8
33.1,Tuesday,1,2.91,1,19.9,1,3.2,4,5.2,1,5.4,5.33,2.98,0.32,1.25,0.27,10.24
24.9,Monday,1,3.74,1,17.4,0,2.0,4,2.5,3,5.8,5.24,2.61,0.0,0.6,0.87,9.27
28.7,Monday,1,5.32,1,19.8,1,0.7,4,4.6,2,5.3,7.45,2.97,0.07,1.1,0.53,12.25
21.7,Friday,0,0.0,1,20.8,1,2.9,4,4.1,1,3.8,0.0,3.12,0.29,0.98,0.19,4.64
32.0,Wednesday,1,3.78,1,18.5,1,2.8,6,10.4,2,3.2,6.35,2.78,0.28,3.74,0.32,13.41
33.2,Monday,1,3.58,1,22.9,1,3.6,3,4.0,2,4.3,6.61,3.43,0.36,0.72,0.43,11.54
27.6,Sunday,1,2.26,1,20.0,2,5.4,5,10.0,3,7.5,3.16,3.0,1.08,3.0,1.12,11.08
37.9,Tuesday,1,6.2,1,19.1,0,4.3,4,4.5,1,4.4,15.54,2.86,0.0,1.08,0.22,19.83
23.9,Tuesday,0,0.0,1,19.0,1,0.9,3,1.7,2,8.1,0.0,2.85,0.09,0.31,0.81,4.34
22.7,Thursday,1,4.26,1,22.1,1,5.5,3,5.1,2,3.9,5.96,3.32,0.55,0.92,0.39,11.06
31.1,Monday,2,4.51,1,18.8,1,3.7,3,3.8,2,8.4,7.0,2.82,0.37,0.68,0.84,11.7
35.2,Saturday,1,3.65,1,20.4,1,2.7,4,4.6,2,5.0,7.77,3.06,0.27,1.1,0.5,12.94
38.4,Friday,1,4.45,1,21.3,1,4.5,3,3.2,1,5.4,11.46,3.2,0.45,0.58,0.27,15.69
27.7,Wednesday,2,3.48,1,20.8,0,0.4,6,8.0,2,5.4,4.87,3.12,0.0,2.88,0.54,11.49
35.4,Saturday,1,4.11,1,19.2,1,2.5,4,4.6,2,7.2,8.85,2.88,0.25,1.1,0.72,14.05
29.8,Friday,1,3.72,1,21.3,1,3.2,6,10.1,3,6.5,5.21,3.2,0.32,3.64,0.98,13.26
29.1,Tuesday,0,0.0,1,20.2,0,3.1,1,1.8,1,6.3,0.0,3.03,0.0,0.11,0.32,3.38
34.4,Saturday,1,6.79,1,17.4,1,4.5,3,3.3,2,5.8,13.69,2.61,0.45,0.59,0.58,18.12
33.3,Friday,0,0.0,1,21.8,1,4.2,1,2.7,3,4.9,0.0,3.27,0.42,0.16,0.74,4.43
22.1,Tuesday,2,3.38,1,19.1,1,3.7,3,2.9,2,8.2,4.73,2.86,0.37,0.52,0.82,9.43
37.4,Tuesday,1,5.01,1,19.7,1,2.7,6,8.1,3,6.2,12.2,2.95,0.27,2.92,0.93,19.33
36.9,Tuesday,1,3.56,1,20.5,1,4.0,1,0.3,2,7.1,8.42,3.08,0.4,0.02,0.71,12.8
26.9,Tuesday,1,3.96,1,19.2,1,2.4,4,5.1,1,6.4,5.54,2.88,0.24,1.22,0.32,10.18
32.0,Sunday,1,4.7,1,21.1,1,3.8,2,2.4,2,5.2,7.9,3.16,0.38,0.29,0.52,12.48
32.5,Tuesday,1,4.27,1,18.3,2,2.3,4,5.2,1,10.8,7.48,2.74,0.46,1.25,0.54,12.41
31.3,Thursday,2,4.93,1,19.1,0,3.3,5,9.9,2,8.5,7.8,2.86,0.0,2.97,0.85,14.26
27.2,Saturday,2,3.94,1,21.8,2,1.5,4,9.8,1,4.9,5.52,3.27,0.3,2.35,0.25,11.46
26.6,Friday,1,1.1,1,20.0,1,4.0,5,10.4,2,10.1,1.54,3.0,0.4,3.12,1.01,8.91
29.9,Thursday,2,3.15,1,18.4,1,2.6,3,3.8,2,7.9,4.41,2.76,0.26,0.68,0.79,9.0
35.9,Sunday,1,6.29,1,20.1,1,1.6,6,8.8,2,3.8,14.01,3.02,0.16,3.17,0.38,20.63
32.7,Thursday,1,4.95,1,20.6,1,2.0,5,11.7,1,7.8,8.8,3.09,0.2,3.51,0.39,15.99
28.1,Monday,1,1.15,1,17.6,1,2.7,4,2.7,3,6.8,1.61,2.64,0.27,0.65,1.02,6.2
33.9,Monday,1,2.78,1,22.5,1,2.1,4,7.4,1,6.3,5.41,3.38,0.21,1.78,0.32,10.98
15.8,Monday,0,0.0,1,22.7,1,3.7,6,4.4,0,8.0,0.0,3.4,0.37,1.58,0.0,5.37
35.7,Wednesday,1,3.95,1,20.2,1,2.7,4,8.4,1,6.7,8.68,3.03,0.27,2.02,0.34,14.48
21.3,Monday,1,1.12,1,19.7,1,3.9,5,6.2,3,2.0,1.57,2.95,0.39,1.86,0.3,7.08
28.2,Friday,1,5.08,1,20.0,2,2.7,4,3.0,3,3.3,7.11,3.0,0.54,0.72,0.5,12.01
24.4,Thursday,1,4.38,1,21.3,1,3.7,3,2.7,2,4.3,6.13,3.2,0.37,0.49,0.43,10.56
23.5,Friday,2,2.89,1,20.7,1,3.0,5,5.0,3,10.0,4.05,3.1,0.3,1.5,1.5,10.49
35.8,Saturday,1,6.06,1,20.4,1,2.7,4,7.9,1,7.3,13.4,3.06,0.27,1.9,0.36,19.0
27.7,Monday,1,3.19,1,22.1,1,2.0,4,8.9,3,7.1,4.47,3.32,0.2,2.14,1.06,11.35
31.7,Sunday,0,0.0,1,21.7,1,3.1,4,4.3,1,6.2,0.0,3.26,0.31,1.03,0.31,4.97
29.8,Wednesday,0,0.0,1,18.6,1,3.7,3,2.3,1,4.2,0.0,2.79,0.37,0.41,0.21,3.68
32.4,Saturday,1,2.29,1,21.3,2,2.3,5,13.4,1,3.1,3.98,3.2,0.46,4.02,0.16,11.89
30.4,Sunday,1,4.62,1,21.7,1,3.0,6,11.3,2,8.0,6.73,3.26,0.3,4.07,0.8,15.02
23.6,Wednesday,1,4.12,1,20.4,1,2.4,6,4.9,2,9.3,5.77,3.06,0.24,1.76,0.93,11.82
35.0,Saturday,0,0.0,1,20.9,1,4.9,3,4.7,1,7.4,0.0,3.14,0.49,0.85,0.37,4.85
27.5,Thursday,1,4.66,1,19.5,1,3.3,4,4.2,3,5.0,6.52,2.92,0.33,1.01,0.75,11.55
22.2,Friday,1,2.13,1,18.2,1,3.1,5,2.4,2,5.2,2.98,2.73,0.31,0.72,0.52,7.25
27.9,Tuesday,1,4.68,1,22.8,1,2.5,4,4.5,1,7.4,6.55,3.42,0.25,1.08,0.37,11.58
37.5,Friday,0,0.0,1,18.0,1,3.9,4,1.7,2,5.8,0.0,2.7,0.39,0.41,0.58,3.97
34.3,Monday,0,0.0,1,22.5,1,3.0,6,6.1,2,5.7,0.0,3.38,0.3,2.2,0.57,6.61
28.3,Sunday,1,4.44,1,19.9,1,2.9,4,4.3,2,4.9,6.22,2.98,0.29,1.03,0.49,11.29
28.3,Tuesday,0,0.0,1,21.9,1,2.9,4,3.9,2,4.7,0.0,3.28,0.29,0.94,0.47,5.02
28.4,Wednesday,2,5.15,1,20.0,1,1.9,1,1.9,2,5.8,7.21,3.0,0.19,0.11,0.58,11.09
40.4,Thursday,1,5.65,1,21.4,1,4.5,2,3.2,1,2.8,16.14,3.21,0.45,0.38,0.14,20.14
31.9,Thursday,0,0.0,1,20.7,1,3.9,1,0.9,2,7.2,0.0,3.1,0.39,0.05,0.72,4.0
32.2,Wednesday,0,0.0,1,19.0,1,3.0,6,9.3,3,2.3,0.0,2.85,0.3,3.35,0.34,6.6
35.2,Monday,1,5.46,1,20.2,1,2.9,4,8.8,0,8.1,11.61,3.03,0.29,2.11,0.0,17.12
31.2,Wednesday,0,0.0,1,19.8,1,2.1,4,3.1,3,4.9,0.0,2.97,0.21,0.74,0.74,4.39
28.7,Saturday,2,5.69,1,21.0,1,1.5,5,2.3,2,5.8,7.97,3.15,0.15,0.69,0.58,12.64
29.0,Sunday,2,3.52,1,20.2,1,2.1,4,2.4,1,7.1,4.93,3.03,0.21,0.58,0.36,8.95
29.6,Sunday,1,4.97,1,20.4,1,4.1,4,6.3,3,5.4,6.96,3.06,0.41,1.51,0.81,12.77
29.8,Monday,1,5.59,1,18.5,1,2.6,3,7.0,2,4.5,7.83,2.78,0.26,1.26,0.45,12.52
33.6,Tuesday,0,0.0,1,18.1,1,4.1,5,9.5,1,6.6,0.0,2.72,0.41,2.85,0.33,6.15
30.3,Wednesday,1,5.65,1,20.1,1,3.0,2,4.4,1,10.4,8.15,3.02,0.3,0.53,0.52,12.31
33.7,Monday,1,4.63,1,20.3,1,2.1,2,0.0,1,7.6,8.88,3.04,0.21,0.0,0.38,12.25
29.6,Sunday,1,3.08,1,18.4,1,2.3,2,1.6,2,4.5,4.31,2.76,0.23,0.19,0.45,7.78
30.4,Tuesday,1,3.45,1,20.9,1,3.2,3,1.8,2,5.3,5.02,3.14,0.32,0.32,0.53,9.66
20.0,Wednesday,1,2.15,1,20.9,1,1.4,3,5.1,3,5.0,3.01,3.14,0.14,0.92,0.75,8.16
34.6,Thursday,1,4.48,1,20.2,1,2.2,5,6.0,1,3.9,9.15,3.03,0.22,1.8,0.2,14.43
31.7,Wednesday,0,0.0,1,20.0,0,2.5,3,0.0,1,7.2,0.0,3.0,0.0,0.0,0.36,3.31
35.0,Friday,1,4.77,1,18.1,2,3.8,5,9.2,0,5.3,10.02,2.72,0.76,2.76,0.0,16.17
15.5,Wednesday,1,4.02,1,18.1,1,3.3,2,4.2,2,6.6,5.63,2.72,0.33,0.5,0.66,9.86
40.4,Friday,2,4.97,1,20.6,1,3.2,2,5.3,3,0.8,14.2,3.09,0.32,0.64,0.12,18.28
29.3,Tuesday,0,0.0,1,18.8,2,3.5,4,5.8,2,7.4,0.0,2.82,0.7,1.39,0.74,5.56
35.5,Wednesday,1,4.37,1,18.9,1,4.0,6,10.5,1,4.8,9.49,2.83,0.4,3.78,0.24,16.81
24.8,Tuesday,1,2.01,1,20.4,1,3.1,6,3.4,3,4.0,2.81,3.06,0.31,1.22,0.6,7.85
33.1,Tuesday,0,0.0,1,23.1,1,2.0,6,1.4,2,3.3,0.0,3.47,0.2,0.5,0.33,4.13
24.7,Sunday,1,3.6,1,19.4,0,3.2,5,10.8,0,4.2,5.04,2.91,0.0,3.24,0.0,11.1
26.9,Monday,1,3.99,1,23.1,1,2.2,5,8.5,2,5.1,5.59,3.47,0.22,2.55,0.51,12.56
39.6,Tuesday,2,4.68,1,19.9,0,0.9,4,8.7,1,7.8,12.84,2.98,0.0,2.09,0.39,18.06
29.0,Tuesday,0,0.0,1,20.8,2,3.2,4,4.7,1,5.1,0.0,3.12,0.64,1.13,0.26,4.96
31.1,Sunday,1,2.85,1,21.4,1,3.5,2,5.8,1,8.0,4.43,3.21,0.35,0.7,0.4,8.99
34.4,Sunday,1,4.51,1,21.5,1,3.3,4,6.2,2,6.6,9.09,3.22,0.33,1.49,0.66,14.55
32.5,Wednesday,2,3.7,1,20.5,1,3.5,3,2.5,2,9.6,6.48,3.08,0.35,0.45,0.96,11.55
30.8,Sunday,1,4.26,1,19.7,1,4.1,4,4.5,1,5.0,6.44,2.95,0.41,1.08,0.25,11.14
31.8,Wednesday,2,3.21,1,21.2,0,2.0,4,1.1,1,6.8,5.3,3.18,0.0,0.26,0.34,8.81
42.0,Thursday,2,5.73,1,20.6,1,2.6,2,1.4,2,8.5,17.64,3.09,0.26,0.17,0.85,21.99
29.7,Sunday,1,4.16,1,19.3,1,1.7,3,3.2,3,7.3,5.82,2.9,0.17,0.58,1.1,10.56
31.0,Monday,2,2.87,1,22.1,1,3.4,2,4.7,2,5.7,4.42,3.32,0.34,0.56,0.57,9.17
35.3,Tuesday,2,5.67,1,20.7,1,4.2,6,7.7,1,5.0,12.15,3.1,0.42,2.77,0.25,18.67
35.5,Monday,1,4.01,1,18.9,0,2.5,2,4.1,1,2.1,8.7,2.83,0.0,0.49,0.11,12.11
35.9,Friday,1,4.22,1,18.7,1,3.7,3,3.8,1,5.5,9.4,2.8,0.37,0.68,0.28,13.58
33.2,Sunday,1,5.3,1,22.9,1,2.2,6,3.9,1,4.2,9.79,3.43,0.22,1.4,0.21,15.11
24.3,Tuesday,1,4.7,1,19.3,1,3.6,4,6.8,2,4.9,6.58,2.9,0.36,1.63,0.49,11.74
38.2,Monday,0,0.0,1,21.1,1,0.8,2,1.5,2,6.1,0.0,3.16,0.08,0.18,0.61,4.04
24.3,Sunday,1,3.81,1,20.6,1,4.5,3,3.2,2,2.9,5.33,3.09,0.45,0.58,0.29,9.77
31.5,Sunday,1,5.01,1,21.1,1,1.9,2,5.4,2,4.0,8.06,3.16,0.19,0.65,0.4,12.37
26.2,Thursday,1,5.07,1,22.9,1,3.2,3,5.2,1,6.8,7.1,3.43,0.32,0.94,0.34,12.39
29.7,Thursday,0,0.0,1,21.5,1,4.4,2,1.6,1,3.5,0.0,3.22,0.44,0.19,0.18,4.02
31.6,Tuesday,2,4.79,1,21.3,1,1.8,4,7.3,2,5.9,7.78,3.2,0.18,1.75,0.59,13.58
31.6,Friday,1,3.31,1,19.7,1,4.8,5,3.5,1,3.2,5.37,2.95,0.48,1.05,0.16,9.94
32.1,Thursday,0,0.0,1,19.0,0,5.1,4,0.7,1,7.1,0.0,2.85,0.0,0.17,0.36,3.33
38.1,Thursday,1,5.47,1,23.6,1,3.7,4,8.2,1,7.3,13.86,3.54,0.37,1.97,0.36,20.15
32.3,Friday,1,3.47,1,19.9,1,3.0,3,4.6,1,8.5,5.98,2.98,0.3,0.83,0.43,10.31
28.8,Monday,2,3.12,1,19.8,1,2.8,3,3.6,1,8.5,4.37,2.97,0.28,0.65,0.43,8.81
34.8,Thursday,0,0.0,1,20.4,1,3.6,5,1.1,2,6.5,0.0,3.06,0.36,0.33,0.65,4.22
35.9,Wednesday,1,4.46,1,20.3,1,3.7,2,2.2,3,2.5,9.92,3.04,0.37,0.26,0.38,14.1
23.9,Saturday,2,3.88,1,22.4,0,1.0,6,8.8,1,6.0,5.43,3.36,0.0,3.17,0.3,12.22
33.0,Saturday,2,2.99,1,20.8,1,2.7,4,2.2,1,6.9,5.45,3.12,0.27,0.53,0.34,10.02
33.5,Thursday,1,3.43,1,18.0,1,2.4,5,6.8,2,6.2,6.48,2.7,0.24,2.04,0.62,12.23
28.5,Monday,1,5.69,1,19.0,1,2.3,3,7.1,1,9.3,7.97,2.85,0.23,1.28,0.47,12.95
36.9,Sunday,0,0.0,1,20.0,2,2.3,3,4.5,1,8.6,0.0,3.0,0.46,0.81,0.43,4.72
29.2,Monday,1,3.89,1,21.5,1,1.7,5,8.6,1,6.1,5.45,3.22,0.17,2.58,0.3,11.87
30.6,Tuesday,1,4.46,1,17.7,2,4.5,5,5.2,1,7.5,6.61,2.66,0.9,1.56,0.38,12.22
29.1,Wednesday,0,0.0,1,20.7,1,2.4,3,1.9,2,3.1,0.0,3.1,0.24,0.34,0.31,3.7
30.1,Monday,2,5.58,1,21.1,0,2.9,6,5.8,2,6.4,7.89,3.16,0.0,2.09,0.64,13.65
24.5,Friday,0,0.0,1,21.3,1,2.7,2,4.1,1,3.5,0.0,3.2,0.27,0.49,0.18,4.0
22.8,Wednesday,1,3.37,1,19.9,1,2.5,2,2.5,1,5.6,4.72,2.98,0.25,0.3,0.28,8.41
38.0,Saturday,2,6.08,1,21.6,1,3.4,4,4.8,1,4.6,15.32,3.24,0.34,1.15,0.23,20.24
25.8,Wednesday,0,0.0,1,18.8,0,2.7,5,5.0,1,4.7,0.0,2.82,0.0,1.5,0.24,4.64
25.0,Friday,2,5.61,1,21.4,1,3.6,6,2.9,3,4.4,7.85,3.21,0.36,1.04,0.66,13.3
19.2,Thursday,2,2.94,1,19.9,1,4.6,4,9.0,2,5.2,4.12,2.98,0.46,2.16,0.52,10.33
26.8,Friday,1,6.04,1,20.1,1,1.9,1,1.2,2,4.9,8.46,3.02,0.19,0.07,0.49,12.42
